rental_price,sq_mtrs,Bedrooms,Bathrooms,constituency
125000,3.0,3.0,4.0, Dagoretti North
125000,2.0,2.0,3.0, Dagoretti North
125000,2.0,2.0,2.0, Westlands
125000,4.0,4.0,5.0, Westlands
125000,3.0,3.0,4.0, Dagoretti North
125000,220.0,3.0,4.0, Dagoretti North
125000,3.0,3.0,4.0, Westlands
125000,3.0,3.0,4.0, Dagoretti North
125000,3.0,3.0,2.0, Westlands
125000,3.0,3.0,4.0, Dagoretti North
125000,3.0,3.0,4.0, Westlands
128000,3.0,3.0,3.0, Westlands
130000,4.0,4.0,4.0, Westlands
130000,22.0,3.0,3.0, Dagoretti North
130000,23.0,3.0,2.0, Dagoretti North
130000,2137.0,3.0,3.0, Westlands
130000,3.0,3.0,3.0, Westlands
130000,167.0,2.0,2.0, Westlands
130000,2.0,2.0,2.0, Dagoretti North
130000,2.0,2.0,2.0, Dagoretti North
130000,2.0,2.0,2.0, Langata
130000,232.0,3.0,2.0, Westlands
130000,3.0,3.0,3.0, Dagoretti North
130000,3.0,3.0,4.0, Dagoretti North
130000,3.0,3.0,3.0, Westlands
130000,2.0,2.0,2.0, Dagoretti North
130000,300.0,3.0,3.0, Westlands
130000,3.0,3.0,3.0, Westlands
130000,3.0,3.0,3.0, Westlands
130000,2.0,2.0,2.0, Westlands
130000,3.0,3.0,4.0, Dagoretti North
130000,2.0,2.0,3.0, Dagoretti North
130000,4.0,4.0,3.0, Westlands
130000,218.0,3.0,4.0, Westlands
130000,2.0,2.0,2.0, Dagoretti North
130000,4.0,4.0,3.0, Westlands
130000,2.0,2.0,, Ngong Road
130000,4.0,4.0,5.0, Dagoretti North
130000,3.0,3.0,4.0, Dagoretti North
130000,3.0,3.0,3.0, Westlands
130000,3.0,3.0,2.0, Westlands
130000,210.0,4.0,4.0, Dagoretti North
130000,130.0,2.0,2.0, Westlands
130000,2787.0,2.0,2.0, Langata
130000,230.0,3.0,3.0, Westlands
130000,3.0,3.0,3.0, Dagoretti North
130000,2.0,2.0,2.0, Dagoretti North
130000,232.0,4.0,5.0, Dagoretti North
130000,2500.0,3.0,4.0, Westlands
130000,1.0,1.0,1.0, Westlands
130000,3.0,3.0,4.0, Westlands
130000,3.0,3.0,3.0, Dagoretti North
130000,3.0,3.0,2.0, Westlands
130000,3.0,3.0,3.0, Westlands
130000,3.0,3.0,, Dagoretti North
130000,3.0,3.0,3.0, Westlands
130000,21000.0,3.0,3.0, Westlands
130000,3.0,3.0,3.0, Westlands
130000,180.0,3.0,3.0, Westlands
130000,193.0,3.0,3.0, Dagoretti North
130000,3.0,3.0,3.0, Dagoretti North
130000,180.0,3.0,4.0, Westlands
130000,180.0,3.0,4.0, Dagoretti North
130000,2450.0,3.0,4.0, Westlands
130000,4.0,4.0,, Westlands
130000,120.0,1.0,2.0, Dagoretti North
130000,230.0,3.0,4.0, Westlands
130000,2.0,2.0,2.0, Westlands
130000,4.0,4.0,, Westlands
130000,4.0,4.0,, Westlands
130000,228.0,3.0,3.0, Westlands
130000,2.0,2.0,2.0, Dagoretti North
130000,2.0,2.0,, Westlands
130000,23.0,3.0,4.0, Dagoretti North
130000,2400.0,3.0,3.0, Westlands
130000,4.0,4.0,4.0, Dagoretti North
130000,2.0,2.0,2.0, Dagoretti North
130000,4.0,4.0,, Dagoretti North
130000,3.0,3.0,4.0, Dagoretti North
130000,130.0,2.0,2.0, Westlands
130000,23.0,3.0,4.0, Westlands
130000,24.0,3.0,4.0, Westlands
130000,23.0,3.0,3.0, Westlands
130000,242.0,3.0,4.0, Westlands
130000,3.0,3.0,2.0, Dagoretti North
130000,4.0,4.0,5.0, Dagoretti North
130000,4.0,4.0,3.0, Westlands
130000,2840.0,3.0,4.0, Nyali
130000,2.0,2.0,2.0, Dagoretti North
130000,23.0,3.0,4.0, Dagoretti North
130000,1800.0,4.0,4.0, Westlands
130000,2800.0,3.0,3.0, Westlands
130000,3.0,3.0,3.0, Westlands
130000,140.0,2.0,3.0, Dagoretti North
130000,213.0,4.0,5.0, Dagoretti North
130000,180.0,3.0,4.0, Dagoretti North
130000,3.0,3.0,4.0, Dagoretti North
130000,4.0,4.0,4.0, Westlands
130000,3.0,3.0,, Westlands
130000,4.0,4.0,3.0, Dagoretti North
130000,220.0,3.0,4.0, Westlands
130000,3.0,3.0,, Dagoretti North
130000,170.0,3.0,4.0, Westlands
130000,180.0,3.0,4.0, Westlands
130000,3.0,3.0,4.0, Westlands
130000,1.0,1.0,2.0, Westlands
130000,3.0,3.0,3.0, Dagoretti North
130000,186.0,3.0,3.0, Westlands
130000,3.0,3.0,4.0, Westlands
132000,3.0,3.0,3.0, Westlands
132000,3.0,3.0,4.0, Dagoretti North
133000,1.0,1.0,, Westlands
135000,4.0,4.0,3.0, Dagoretti North
135000,279.0,3.0,3.0, Dagoretti North
135000,4.0,4.0,3.0, Westlands
135000,260.0,3.0,4.0, Westlands
135000,258.0,3.0,4.0, Dagoretti North
135000,227.0,3.0,4.0, Dagoretti North
135000,4.0,4.0,4.0, Westlands
135000,1.0,1.0,1.0, Westlands
135000,150.0,2.0,2.0, Dagoretti North
135000,3.0,3.0,4.0, Westlands
135000,2.0,2.0,3.0, Westlands
135000,3.0,3.0,2.0, Dagoretti North
135000,4.0,4.0,3.0, Westlands
135000,3.0,3.0,3.0, Westlands
135000,2.0,2.0,2.0, Westlands
135000,150.0,2.0,2.0, Westlands
135000,260.0,4.0,, Dagoretti North
136000,3.0,3.0,3.0, Westlands
140000,23.0,3.0,2.0, Westlands
140000,7.0,1.0,1.0, Westlands
140000,24.0,4.0,4.0, Westlands
140000,23.0,3.0,3.0, Westlands
140000,160.0,2.0,2.0, Westlands
140000,279.0,3.0,4.0, Dagoretti North
140000,180.0,4.0,5.0, Dagoretti North
140000,2.0,2.0,2.0, Dagoretti North
140000,4047.0,1.0,1.0, Muthaiga
140000,2.0,2.0,, Westlands
140000,120.0,2.0,2.0, Dagoretti North
140000,3.0,3.0,5.0, Dagoretti North
140000,3.0,3.0,2.0, Dagoretti North
140000,3.0,3.0,5.0, Dagoretti North
140000,3.0,3.0,3.0, Dagoretti North
140000,300.0,3.0,4.0, Dagoretti North
140000,300.0,4.0,5.0, Dagoretti North
140000,1.0,1.0,1.0, Westlands
140000,3.0,3.0,, Westlands
140000,4.0,4.0,3.0, Westlands
140000,4.0,4.0,3.0, Westlands
140000,1.0,1.0,, Dagoretti North
140000,4.0,4.0,3.0, Westlands
140000,2.0,2.0,2.0, Westlands
140000,3.0,3.0,2.0, Dagoretti North
140000,2.0,2.0,2.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,2.0,2.0,2.0, Westlands
140000,13.0,2.0,2.0, Dagoretti North
140000,1.0,1.0,1.0, Westlands
140000,2.0,2.0,2.0, Dagoretti North
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,4.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,2023.0,3.0,3.0, Westlands
140000,3.0,3.0,2.0, Dagoretti North
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,3.0, Dagoretti North
140000,3.0,3.0,5.0, Dagoretti North
140000,1500.0,2.0,2.0, Dagoretti North
140000,3.0,3.0,4.0, Dagoretti North
140000,2.0,2.0,2.0, Dagoretti North
140000,2.0,2.0,2.0, Westlands
140000,186.0,2.0,2.0, Westlands
140000,3.0,3.0,2.0, Dagoretti North
140000,111.0,2.0,, Dagoretti North
140000,3.0,3.0,2.0, Westlands
140000,2.0,2.0,2.0, Dagoretti North
140000,2.0,2.0,3.0, Westlands
140000,262.0,3.0,3.0, Westlands
140000,3.0,3.0,3.0, Westlands
140000,3.0,3.0,4.0, Dagoretti North
140000,4.0,4.0,3.0, Westlands
140000,20000.0,2.0,2.0, Westlands
140000,2.0,2.0,, Dagoretti North
140000,4.0,4.0,4.0, Westlands
140000,3.0,3.0,4.0, Westlands
145000,4.0,4.0,5.0, Westlands
145000,3.0,3.0,4.0, Dagoretti North
145000,3.0,3.0,3.0, Thika Road
145000,2400.0,3.0,3.0, Dagoretti North
145000,3.0,3.0,5.0, Westlands
145000,4.0,4.0,4.0, Westlands
145000,3.0,3.0,3.0, Dagoretti North
145000,2.0,2.0,2.0, Westlands
145000,3.0,3.0,3.0, Dagoretti North
145000,3.0,3.0,3.0, Dagoretti North
150000,2.0,2.0,2.0, Dagoretti North
150000,279.0,4.0,5.0, Dagoretti North
150000,24.0,4.0,4.0, Dagoretti North
150000,13.0,2.0,2.0, Westlands
150000,2.0,2.0,2.0, Dagoretti North
150000,3.0,3.0,3.0, Westlands
150000,3.0,3.0,, Westlands
150000,4.0,4.0,4.0, Dagoretti North
150000,4.0,4.0,5.0, Dagoretti North
150000,260.0,4.0,, Westlands
150000,21000.0,4.0,4.0, Westlands
150000,4.0,4.0,5.0, Dagoretti North
150000,4.0,4.0,5.0, Dagoretti North
150000,200.0,2.0,2.0, Dagoretti North
150000,2.0,2.0,, Dagoretti North
150000,4.0,4.0,4.0, Dagoretti North
150000,260.0,4.0,, Westlands
150000,4.0,4.0,3.0, Westlands
150000,220.0,3.0,4.0, Dagoretti North
150000,2500.0,4.0,5.0, Westlands
150000,270.0,3.0,4.0, Westlands
150000,2.0,2.0,, Westlands
150000,4.0,4.0,, Dagoretti North
150000,3.0,3.0,4.0, Westlands
150000,2.0,2.0,2.0, Dagoretti North
150000,3.0,3.0,3.0, Westlands
150000,3.0,3.0,2.0, Dagoretti North
150000,3.0,3.0,3.0, Dagoretti North
150000,2.0,2.0,2.0, Westlands
150000,2.0,2.0,2.0, Dagoretti North
150000,4.0,4.0,4.0, Westlands
150000,120.0,2.0,, Dagoretti North
150000,111.0,1.0,1.0, Westlands
150000,46.0,2.0,2.0, Westlands
150000,23.0,3.0,4.0, Dagoretti North
150000,25.0,4.0,3.0, Westlands
150000,2.0,2.0,3.0, Langata
150000,4.0,4.0,5.0, Dagoretti North
150000,2.0,2.0,1.0, Thika Road
150000,3.0,3.0,4.0, Dagoretti North
150000,3.0,3.0,4.0, Westlands
150000,3.0,3.0,2.0, Dagoretti North
150000,3.0,3.0,2.0, Dagoretti North
150000,4.0,4.0,, Westlands
150000,3.0,3.0,3.0, Dagoretti North
150000,4.0,4.0,, Westlands
150000,2025.0,3.0,2.0, Dagoretti North
150000,290.0,4.0,5.0, Dagoretti North
150000,4.0,4.0,5.0, Dagoretti North
150000,3.0,3.0,4.0, Dagoretti North
150000,3.0,3.0,4.0, Westlands
150000,3.0,3.0,4.0, Westlands
150000,3.0,3.0,3.0, Westlands
150000,3.0,3.0,3.0, Dagoretti North
150000,2.0,2.0,3.0, Westlands
150000,4.0,4.0,5.0, Westlands
150000,325.0,4.0,4.0, Dagoretti North
150000,3.0,3.0,2.0, Kiambu Road
150000,4.0,4.0,3.0, Westlands
150000,4.0,4.0,4.0, Westlands
150000,1.0,1.0,1.0, Westlands
150000,80.0,2.0,2.0, Westlands
150000,90.0,2.0,2.0, Westlands
150000,150.0,2.0,2.0, Westlands
150000,150.0,2.0,2.0, Westlands
150000,2.0,2.0,, Westlands
150000,3.0,3.0,, Westlands
150000,3.0,3.0,, Dagoretti North
150000,2.0,2.0,2.0, Dagoretti North
150000,2.0,2.0,2.0, Westlands
150000,3.0,3.0,3.0, Dagoretti North
150000,2.0,2.0,3.0, Westlands
150000,4.0,4.0,4.0, Westlands
150000,3.0,3.0,4.0, Westlands
150000,4.0,4.0,4.0, Westlands
150000,3.0,3.0,3.0, Dagoretti North
150000,4.0,4.0,, Westlands
150000,3.0,3.0,, Westlands
150000,23.0,3.0,3.0, Dagoretti North
150000,14.0,2.0,2.0, Dagoretti North
150000,3.0,3.0,2.0, Dagoretti North
150000,158.0,3.0,2.0, Westlands
150000,3.0,3.0,3.0, Westlands
150000,160.0,3.0,4.0, Dagoretti North
150000,2.0,2.0,2.0, Westlands
150000,2.0,2.0,2.0, Westlands
150000,3.0,3.0,2.0, Dagoretti North
150000,3.0,3.0,4.0, Dagoretti North
150000,3.0,3.0,2.0, Westlands
150000,133.0,2.0,, Langata
150000,4.0,4.0,3.0, Dagoretti North
150000,1.0,1.0,1.0, Dagoretti North
150000,3.0,3.0,3.0, Dagoretti North
150000,4.0,4.0,4.0, Dagoretti North
150000,4.0,4.0,4.0, Westlands
150000,2601.0,3.0,4.0, Westlands
150000,2.0,2.0,2.0, Westlands
150000,3000.0,4.0,4.0, Westlands
150000,3.0,3.0,, Westlands
150000,3.0,3.0,4.0, Dagoretti North
150000,4.0,4.0,4.0, Dagoretti North
150000,3.0,3.0,3.0, Westlands
150000,2.0,2.0,2.0, Westlands
150000,2.0,2.0,3.0, Dagoretti North
150000,3.0,3.0,, Westlands
150000,4.0,4.0,4.0, Dagoretti North
150000,325.0,3.0,, Westlands
150000,3.0,3.0,2.0, Dagoretti North
150000,3.0,3.0,3.0, Dagoretti North
150000,2.0,2.0,2.0, Dagoretti North
150000,3.0,3.0,3.0, Dagoretti North
150000,2.0,2.0,2.0, Westlands
155000,4.0,4.0,4.0, Westlands
155000,2.0,2.0,2.0, Westlands
155000,3.0,3.0,5.0, Westlands
155000,4.0,4.0,4.0, Westlands
155000,3.0,3.0,5.0, Westlands
155000,2950.0,3.0,5.0, Westlands
158000,4.0,4.0,3.0, Westlands
160000,24.0,4.0,3.0, Westlands
160000,16.0,2.0,2.0, Westlands
160000,1.0,1.0,1.0, Westlands
160000,4.0,4.0,, Dagoretti North
160000,4.0,4.0,4.0, Dagoretti North
160000,4.0,4.0,4.0, Dagoretti North
160000,4.0,4.0,3.0, Dagoretti North
160000,3.0,3.0,3.0, Dagoretti North
160000,280.0,3.0,3.0, Westlands
160000,3.0,3.0,2.0, Westlands
160000,2.0,2.0,2.0, Westlands
160000,280.0,3.0,3.0, Westlands
160000,3.0,3.0,2.0, Westlands
160000,2.0,2.0,2.0, Westlands
160000,3.0,3.0,2.0, Westlands
160000,2.0,2.0,2.0, Westlands
160000,3.0,3.0,3.0, Westlands
160000,3.0,3.0,, Westlands
160000,3.0,3.0,4.0, Westlands
160000,1.0,1.0,2.0, Westlands
160000,220.0,3.0,3.0, Dagoretti North
160000,3.0,3.0,3.0, Westlands
160000,4.0,4.0,4.0, Westlands
160000,3.0,3.0,3.0, Dagoretti North
160000,3.0,3.0,3.0, Dagoretti North
160000,130.0,2.0,1.0, Westlands
160000,3.0,3.0,3.0, Westlands
160000,2.0,2.0,2.0, Dagoretti North
160000,4.0,4.0,4.0, Westlands
160000,3.0,3.0,2.0, Westlands
160000,3.0,3.0,, Langata
160000,3.0,3.0,5.0, Westlands
160000,344.0,4.0,4.0, Westlands
160000,16.0,2.0,3.0, Westlands
160000,23.0,3.0,3.0, Dagoretti North
160000,23.0,3.0,3.0, Dagoretti North
160000,2.0,2.0,2.0, Dagoretti North
160000,3.0,3.0,4.0, Westlands
160000,3.0,3.0,2.0, Dagoretti North
160000,2.0,2.0,3.0, Westlands
160000,2000.0,1.0,1.0, Westlands
160000,2.0,2.0,3.0, Westlands
160000,2000.0,1.0,1.0, Westlands
160000,20000.0,2.0,2.0, Westlands
160000,3.0,3.0,3.0, Westlands
160000,2.0,2.0,3.0, Dagoretti North
160000,250.0,4.0,4.0, Dagoretti North
160000,260.0,4.0,5.0, Westlands
160000,2.0,2.0,2.0, Dagoretti North
160000,3.0,3.0,4.0, Westlands
160000,4.0,4.0,6.0, Dagoretti North
160000,3.0,3.0,4.0, Dagoretti North
160000,23.0,3.0,3.0, Dagoretti North
160000,24.0,4.0,4.0, Westlands
160000,3.0,3.0,, Westlands
160000,3.0,3.0,4.0, Westlands
160000,3.0,3.0,3.0, Dagoretti North
160000,232.0,4.0,5.0, Westlands
160000,4.0,4.0,4.0, Westlands
160000,2.0,2.0,2.0, Westlands
160000,2.0,2.0,2.0, Westlands
160000,3.0,3.0,, Westlands
160000,3.0,3.0,4.0, Westlands
160000,260.0,3.0,4.0, Dagoretti North
160000,4.0,4.0,4.0, Westlands
160000,3.0,3.0,4.0, Nyali
160000,2.0,2.0,, Dagoretti North
160000,186.0,4.0,, Westlands
160000,2.0,2.0,, Westlands
160000,1.0,1.0,2.0, Westlands
160000,4645.0,3.0,2.0, Westlands
160000,3.0,3.0,4.0, Westlands
165000,24.0,3.0,3.0, Dagoretti North
165000,3.0,3.0,3.0, Westlands
165000,230.0,3.0,4.0, Dagoretti North
165000,4.0,4.0,4.0, Westlands
165000,4.0,4.0,, Westlands
165000,3.0,3.0,3.0, Westlands
165000,2800.0,3.0,4.0, Westlands
165000,260.0,3.0,, Westlands
165000,260.0,3.0,4.0, Westlands
165000,4.0,4.0,3.0, Westlands
165000,4.0,4.0,3.0, Westlands
165000,2.0,2.0,2.0, Westlands
165000,3.0,3.0,3.0, Dagoretti North
165000,2.0,2.0,, Dagoretti North
165000,2.0,2.0,3.0, Dagoretti North
170000,3.0,3.0,3.0, Dagoretti North
170000,23.0,3.0,3.0, Westlands
170000,28.0,3.0,4.0, Dagoretti North
170000,23.0,3.0,3.0, Dagoretti North
170000,150.0,2.0,2.0, Westlands
170000,175.0,3.0,3.0, Westlands
170000,3.0,3.0,3.0, Westlands
170000,3.0,3.0,4.0, Dagoretti North
170000,3.0,3.0,3.0, Westlands
170000,3.0,3.0,3.0, Westlands
170000,3.0,3.0,3.0, Westlands
170000,3.0,3.0,3.0, Westlands
170000,250.0,4.0,5.0, Westlands
170000,230.0,3.0,4.0, Westlands
170000,12.0,2.0,2.0, Dagoretti North
170000,20.0,3.0,3.0, Dagoretti North
170000,186.0,3.0,3.0, Westlands
170000,2.0,2.0,2.0, Dagoretti North
170000,18.0,2.0,3.0, Dagoretti North
170000,3.0,3.0,4.0, Westlands
170000,2.0,2.0,2.0, Westlands
170000,2.0,2.0,3.0, Westlands
170000,1.0,1.0,, Dagoretti North
170000,2.0,2.0,2.0, Dagoretti North
170000,3.0,3.0,3.0, Dagoretti North
170000,4047.0,3.0,, Dagoretti North
170000,2.0,2.0,2.0, Dagoretti North
170000,23.0,3.0,3.0, Dagoretti North
170000,300.0,5.0,6.0, Dagoretti North
170000,3.0,3.0,3.0, Westlands
170000,4.0,4.0,3.0, Westlands
170000,1.0,1.0,1.0, Dagoretti North
170000,3.0,3.0,3.0, Westlands
170000,270.0,3.0,4.0, Westlands
170000,279.0,4.0,, Westlands
170000,3.0,3.0,4.0, Westlands
170000,3.0,3.0,2.0, Thika Road
170000,3.0,3.0,4.0, Westlands
170000,2.0,2.0,2.0, Dagoretti North
172000,3.0,3.0,4.0, Dagoretti North
172000,4.0,4.0,4.0, Westlands
175000,280.0,3.0,, Westlands
175000,3.0,3.0,, Westlands
175000,3.0,3.0,4.0, Westlands
175000,4.0,4.0,4.0, Westlands
175000,4.0,4.0,, Westlands
175000,2.0,2.0,2.0, Dagoretti North
175000,3.0,3.0,3.0, Westlands
175000,4.0,4.0,4.0, Westlands
175000,4.0,4.0,5.0, Westlands
175000,3.0,3.0,3.0, Westlands
175000,279.0,3.0,3.0, Westlands
175000,3.0,3.0,3.0, Westlands
175000,4.0,4.0,4.0, Westlands
175000,4.0,4.0,4.0, Westlands
175000,150.0,2.0,2.0, Westlands
180000,2.0,2.0,2.0, Dagoretti North
180000,3.0,3.0,3.0, Westlands
180000,3.0,3.0,, Dagoretti North
180000,13.0,2.0,2.0, Dagoretti North
180000,4.0,4.0,4.0, Westlands
180000,3.0,3.0,3.0, Dagoretti North
180000,3.0,3.0,3.0, Dagoretti North
180000,4.0,4.0,4.0, Langata
180000,1.0,1.0,2.0, Westlands
180000,2.0,2.0,2.0, Westlands
180000,3.0,3.0,3.0, Westlands
180000,3.0,3.0,4.0, Westlands
180000,3.0,3.0,, Dagoretti North
180000,2.0,2.0,2.0, Westlands
180000,4.0,4.0,5.0, Dagoretti North
180000,4.0,4.0,4.0, Westlands
180000,2.0,2.0,, Dagoretti North
